region_id,region_nm,ward_nm,population,households,area_km2,pop_density
341032170,上東雲町,広島市南区,2016,954,0.1643805821210173,12264.222294308564
34103218001,東雲本町一丁目,広島市南区,1494,798,0.10902234202673414,13703.613151455193
34103218002,東雲本町二丁目,広島市南区,2083,1118,0.12823463211975886,16243.661837425303
34103218003,東雲本町三丁目,広島市南区,926,574,0.06439949804916316,14378.994061305932
34103219001,東雲一丁目,広島市南区,2005,1120,0.17893543534216222,11205.158979081018
34103219002,東雲二丁目,広島市南区,3699,1922,0.2188978463428307,16898.29325322254
34103219003,東雲三丁目,広島市南区,2136,973,0.35032086729198203,6097.2673894978325
34103220001,仁保新町一丁目,広島市南区,825,405,0.08380852441701801,9843.867383882456
34103220002,仁保新町二丁目,広島市南区,1572,755,0.13230192405669644,11881.913367536044
341032210,黄金山町,広島市南区,470,202,0.39048011744532723,1203.6464316670533
34103222001,仁保一丁目,広島市南区,2044,861,0.21400772293940762,9551.057185813435
34103222002,仁保二丁目,広島市南区,1046,460,0.25415151273017106,4115.655219847237
34103222003,仁保三丁目,広島市南区,1244,536,0.222898198869686,5581.023114176375
34103222004,仁保四丁目,広島市南区,328,141,0.10307350859459745,3182.194964276126
341032230,東本浦町,広島市南区,1774,889,0.18634917777526633,9519.76295886538
341032240,西本浦町,広島市南区,1076,508,0.09552675659084489,11263.85986921618
341032250,本浦町,広島市南区,1749,761,0.21516767927220912,8128.544240082341
341032260,山城町,広島市南区,665,306,0.06519684634820427,10199.879859960683
341032270,北大河町,広島市南区,1460,619,0.18116998336896376,8058.730109979757
341032280,南大河町,広島市南区,1212,501,0.1925143088164728,6295.635931952572
341032290,丹那町,広島市南区,3027,1283,0.42484107299402785,7125.017312162168
341032300,丹那新町,広島市南区,563,250,0.11978013158737942,4700.278690120593
341032310,日宇那町,広島市南区,843,257,0.12933838629033836,6517.786592045741
341032320,楠那町,広島市南区,469,195,0.16446193732280193,2851.7236731770836
341032330,東霞町,広島市南区,1011,472,0.0772721442162334,13083.628133456252
341032340,西霞町,広島市南区,1264,634,0.14293881293647281,8842.944572106999
34103235001,宇品西一丁目,広島市南区,656,311,0.05920491142639992,11080.161834470453
34103235002,宇品西二丁目,広島市南区,2043,973,0.1325517956581797,15412.842880442167
34103235003,宇品西三丁目,広島市南区,1879,786,0.08136082492031266,23094.652762436363
34103235004,宇品西四丁目,広島市南区,1572,666,0.06894096475361255,22802.117806418224
34103235005,宇品西五丁目,広島市南区,1653,563,0.08295967430763068,19925.34341287736
34103235006,宇品西六丁目,広島市南区,665,266,0.09315657275624813,7138.519380055205
34103236001,宇品御幸一丁目,広島市南区,2624,1174,0.11652716263471871,22518.354868259634
34103236002,宇品御幸二丁目,広島市南区,1325,711,0.10536216898657046,12575.671256054775
34103236003,宇品御幸三丁目,広島市南区,1691,908,0.08970331425401804,18851.031470381327
34103236004,宇品御幸四丁目,広島市南区,1276,669,0.10129076441694877,12597.397278467864
34103236005,宇品御幸五丁目,広島市南区,1133,618,0.06575743439550959,17229.990957149777
34103237001,宇品神田一丁目,広島市南区,683,426,0.06191587918860964,11031.095882841766
