trans_id,lang,translation,category,station_sid,course_sid
東城小学校前,zh-tw,東城小學前,stop_name,379d49c7-9fc4-4a7c-b1a1-bd31141f86f5,
東城駅前,ja,東城駅前,stop_name,cd3b9155-0890-4490-ba78-2da9e6424621,
東城駅前,ja-Hrkt,とうじょうえきまえ,stop_name,cd3b9155-0890-4490-ba78-2da9e6424621,
東城駅前,en,Tojo Sta.,stop_name,cd3b9155-0890-4490-ba78-2da9e6424621,
東城駅前,ko,도조 에키마에,stop_name,cd3b9155-0890-4490-ba78-2da9e6424621,
東城駅前,zh-cn,东城站前,stop_name,cd3b9155-0890-4490-ba78-2da9e6424621,
東城駅前,zh-tw,東城站前,stop_name,cd3b9155-0890-4490-ba78-2da9e6424621,
備北丘陵公園,ja,備北丘陵公園,stop_name,3f8f92c9-a281-4a32-8a49-fdf636a387eb,
備北丘陵公園,ja-Hrkt,びほくきゆうりようこうえん,stop_name,3f8f92c9-a281-4a32-8a49-fdf636a387eb,
備北丘陵公園,en,Bihoku Hillside Park,stop_name,3f8f92c9-a281-4a32-8a49-fdf636a387eb,
備北丘陵公園,ko,비호쿠 규료 코엔,stop_name,3f8f92c9-a281-4a32-8a49-fdf636a387eb,
備北丘陵公園,zh-cn,备北丘陵公园,stop_name,3f8f92c9-a281-4a32-8a49-fdf636a387eb,
備北丘陵公園,zh-tw,備北丘陵公園,stop_name,3f8f92c9-a281-4a32-8a49-fdf636a387eb,
可部中央,ja,可部中央,stop_name,eec4e236-4170-47b2-8661-a7075d83a23a,
可部中央,ja-Hrkt,かべちゅうおう,stop_name,eec4e236-4170-47b2-8661-a7075d83a23a,
可部中央,en,Kabe-chuo,stop_name,eec4e236-4170-47b2-8661-a7075d83a23a,
可部中央,ko,가베 추오,stop_name,eec4e236-4170-47b2-8661-a7075d83a23a,
可部中央,zh-cn,可部中央,stop_name,eec4e236-4170-47b2-8661-a7075d83a23a,
可部中央,zh-tw,可部中央,stop_name,eec4e236-4170-47b2-8661-a7075d83a23a,
可部上市,ja,可部上市,stop_name,1abea1c1-da1f-4532-97c7-52503a2ddbbd,
可部上市,ja-Hrkt,かべかみいち,stop_name,1abea1c1-da1f-4532-97c7-52503a2ddbbd,
可部上市,en,Kabe Kamiichi,stop_name,1abea1c1-da1f-4532-97c7-52503a2ddbbd,
可部上市,ko,가베 카미이치,stop_name,1abea1c1-da1f-4532-97c7-52503a2ddbbd,
可部上市,zh-cn,可部上市,stop_name,1abea1c1-da1f-4532-97c7-52503a2ddbbd,
可部上市,zh-tw,可部上市,stop_name,1abea1c1-da1f-4532-97c7-52503a2ddbbd,
可部中学校前,ja,可部中学校前,stop_name,100ddf2e-a231-4a34-87fa-a13b59be26c7,
可部中学校前,ja-Hrkt,かべちゅうがっこうまえ,stop_name,100ddf2e-a231-4a34-87fa-a13b59be26c7,
可部中学校前,en,Kabe Chugakko-mae (Kabe Junior High School),stop_name,100ddf2e-a231-4a34-87fa-a13b59be26c7,
可部中学校前,ko,가베 중학교,stop_name,100ddf2e-a231-4a34-87fa-a13b59be26c7,
可部中学校前,zh-cn,可部中学前,stop_name,100ddf2e-a231-4a34-87fa-a13b59be26c7,
可部中学校前,zh-tw,可部中學前,stop_name,100ddf2e-a231-4a34-87fa-a13b59be26c7,
南原口,ja,南原口,stop_name,de48f337-bed8-4841-95f0-dbe86aa5d724,
南原口,ja-Hrkt,なばらぐち,stop_name,de48f337-bed8-4841-95f0-dbe86aa5d724,
南原口,en,Nabara-guchi,stop_name,de48f337-bed8-4841-95f0-dbe86aa5d724,
南原口,ko,나바라 구치,stop_name,de48f337-bed8-4841-95f0-dbe86aa5d724,
南原口,zh-cn,南原口,stop_name,de48f337-bed8-4841-95f0-dbe86aa5d724,
南原口,zh-tw,南原口,stop_name,de48f337-bed8-4841-95f0-dbe86aa5d724,
土居橋,ja,土居橋,stop_name,64c3c337-90f6-4209-a0dc-6b218ef417be,
土居橋,ja-Hrkt,どいばし,stop_name,64c3c337-90f6-4209-a0dc-6b218ef417be,
土居橋,en,Doibashi,stop_name,64c3c337-90f6-4209-a0dc-6b218ef417be,
土居橋,ko,도이바시,stop_name,64c3c337-90f6-4209-a0dc-6b218ef417be,
土居橋,zh-cn,土居桥,stop_name,64c3c337-90f6-4209-a0dc-6b218ef417be,
土居橋,zh-tw,土居橋,stop_name,64c3c337-90f6-4209-a0dc-6b218ef417be,
下町屋,ja,下町屋,stop_name,a9d16587-6b31-4d04-8c11-9247ea626e6e,
下町屋,ja-Hrkt,しもまちや,stop_name,a9d16587-6b31-4d04-8c11-9247ea626e6e,
下町屋,en,Shimo-machiya,stop_name,a9d16587-6b31-4d04-8c11-9247ea626e6e,
下町屋,ko,시모마치야,stop_name,a9d16587-6b31-4d04-8c11-9247ea626e6e,
下町屋,zh-cn,下町屋,stop_name,a9d16587-6b31-4d04-8c11-9247ea626e6e,
下町屋,zh-tw,下町屋,stop_name,a9d16587-6b31-4d04-8c11-9247ea626e6e,
三入,ja,三入,stop_name,37cf1a60-d5d1-479d-ba06-44b1ad77ced6,
三入,ja-Hrkt,みいり,stop_name,37cf1a60-d5d1-479d-ba06-44b1ad77ced6,
三入,en,Miiri,stop_name,37cf1a60-d5d1-479d-ba06-44b1ad77ced6,
三入,ko,미이리,stop_name,37cf1a60-d5d1-479d-ba06-44b1ad77ced6,
三入,zh-cn,三入,stop_name,37cf1a60-d5d1-479d-ba06-44b1ad77ced6,
三入,zh-tw,三入,stop_name,37cf1a60-d5d1-479d-ba06-44b1ad77ced6,
町屋記念碑,ja,町屋記念碑,stop_name,3ef5e547-dd87-4565-a333-b234fda19aa5,
町屋記念碑,ja-Hrkt,まちやきねんひ,stop_name,3ef5e547-dd87-4565-a333-b234fda19aa5,
町屋記念碑,en,Machiya Kinenhi,stop_name,3ef5e547-dd87-4565-a333-b234fda19aa5,
町屋記念碑,ko,마치야 기념비,stop_name,3ef5e547-dd87-4565-a333-b234fda19aa5,
町屋記念碑,zh-cn,町屋记念碑,stop_name,3ef5e547-dd87-4565-a333-b234fda19aa5,
町屋記念碑,zh-tw,町屋記念碑,stop_name,3ef5e547-dd87-4565-a333-b234fda19aa5,
町屋記念碑前,ja,町屋記念碑前,stop_name,3ef5e547-dd87-4565-a333-b234fda19aa5,
町屋記念碑前,ja-Hrkt,まちやきねんひ,stop_name,3ef5e547-dd87-4565-a333-b234fda19aa5,
町屋記念碑前,en,Machiya Kinenhi,stop_name,3ef5e547-dd87-4565-a333-b234fda19aa5,
町屋記念碑前,ko,마치야 기념비,stop_name,3ef5e547-dd87-4565-a333-b234fda19aa5,
町屋記念碑前,zh-cn,町屋记念碑,stop_name,3ef5e547-dd87-4565-a333-b234fda19aa5,
町屋記念碑前,zh-tw,町屋記念碑,stop_name,3ef5e547-dd87-4565-a333-b234fda19aa5,
町屋,ja,町屋,stop_name,c36aa1b5-100a-42d5-912f-52f313fa4cc9,
町屋,ja-Hrkt,まちや,stop_name,c36aa1b5-100a-42d5-912f-52f313fa4cc9,
町屋,en,Machiya,stop_name,c36aa1b5-100a-42d5-912f-52f313fa4cc9,
町屋,ko,마치야,stop_name,c36aa1b5-100a-42d5-912f-52f313fa4cc9,
町屋,zh-cn,町屋,stop_name,c36aa1b5-100a-42d5-912f-52f313fa4cc9,
