町丁目・大字別人口及び世帯,,,,,,,,,,,,,
令和8年7月末現在,,,,,,,,,,,,,
,,,,,,,,,,,,,
年,月,区名,住所名,秘匿区分,人口（総数計）:人,人口（総数男）:人,人口（総数女）:人,人口（日本人計）:人,人口（日本人男）:人,人口（日本人女）:人,人口（外国人）:人,世帯（総数）:世帯,世帯（日本人世帯）:世帯
2026,7,南区,宇品西六丁目,,628,282,346,616,278,338,12,274,263
2026,7,南区,宇品御幸一丁目,,"2,522","1,175","1,347","2,508","1,169","1,339",14,"1,207","1,195"
2026,7,南区,宇品御幸二丁目,,"1,322",631,691,"1,302",618,684,20,716,700
2026,7,南区,宇品御幸三丁目,,"1,564",774,790,"1,535",758,777,29,850,824
2026,7,南区,宇品御幸四丁目,,"1,357",639,718,"1,320",618,702,37,730,700
2026,7,南区,宇品御幸五丁目,,"1,098",565,533,"1,074",551,523,24,607,588
2026,7,南区,宇品神田一丁目,,590,276,314,585,273,312,5,383,378
2026,7,南区,宇品神田二丁目,,"1,009",489,520,"1,000",483,517,9,525,516
2026,7,南区,宇品神田三丁目,,748,374,374,740,371,369,8,436,429
2026,7,南区,宇品神田四丁目,,801,385,416,795,382,413,6,411,408
2026,7,南区,宇品神田五丁目,,"2,708","1,329","1,379","2,646","1,294","1,352",62,"1,499","1,448"
2026,7,南区,宇品東一丁目,,725,337,388,722,336,386,3,396,394
2026,7,南区,宇品東二丁目,,712,358,354,699,350,349,13,388,377
2026,7,南区,宇品東三丁目,,740,324,416,731,318,413,9,363,354
2026,7,南区,宇品東五丁目,,17,8,9,17,8,9,0,17,17
2026,7,南区,宇品東六丁目,,"2,103","1,059","1,044","2,086","1,052","1,034",17,779,767
2026,7,南区,宇品東七丁目,,870,432,438,860,430,430,10,464,455
2026,7,南区,宇品海岸一丁目,,"1,695",798,897,"1,660",786,874,35,882,855
2026,7,南区,宇品海岸二丁目,,"1,358",687,671,"1,323",666,657,35,849,823
2026,7,南区,宇品海岸三丁目,,697,311,386,688,305,383,9,305,297
2026,7,南区,出島一丁目,,811,414,397,774,386,388,37,410,376
2026,7,南区,出島二丁目,,123,70,53,115,65,50,8,84,78
2026,7,南区,霞一丁目,,975,411,564,946,398,548,29,705,689
2026,7,南区,霞二丁目,,436,215,221,431,212,219,5,251,246
2026,7,南区,出汐一丁目,,"1,026",476,550,949,451,498,77,591,535
2026,7,南区,出汐二丁目,,860,425,435,820,410,410,40,483,450
2026,7,南区,出汐三丁目,,445,223,222,434,215,219,11,278,267
2026,7,南区,出汐四丁目,,176,97,79,170,93,77,6,146,140
2026,7,南区,旭一丁目,,"1,188",564,624,"1,161",550,611,27,620,597
2026,7,南区,旭二丁目,,"1,152",562,590,"1,143",560,583,9,591,584
2026,7,南区,旭三丁目,,814,396,418,804,391,413,10,411,403
2026,7,南区,西旭町,,"1,726",840,886,"1,715",836,879,11,832,824
2026,7,南区,翠一丁目,,998,465,533,989,462,527,9,454,445
2026,7,南区,翠二丁目,,"1,811",881,930,"1,797",872,925,14,906,895
2026,7,南区,翠三丁目,,"1,043",487,556,"1,034",483,551,9,514,505
2026,7,南区,翠四丁目,,"1,157",535,622,"1,140",525,615,17,561,547
2026,7,南区,翠五丁目,,"1,766",846,920,"1,742",840,902,24,952,933
2026,7,南区,西翠町,,141,67,74,140,67,73,1,91,90
2026,7,南区,段原南一丁目,,"1,628",762,866,"1,602",750,852,26,877,860
2026,7,南区,段原南二丁目,,954,445,509,941,440,501,13,528,516
2026,7,南区,段原一丁目,,699,314,385,679,306,373,20,389,374
2026,7,南区,段原二丁目,,"1,697",811,886,"1,668",795,873,29,867,847
2026,7,南区,段原三丁目,,"1,667",785,882,"1,629",767,862,38,963,930
2026,7,南区,段原四丁目,,987,457,530,974,452,522,13,481,473
2026,7,南区,段原日出一丁目,,845,399,446,839,397,442,6,379,375
2026,7,南区,段原日出二丁目,,522,245,277,519,244,275,3,221,219
2026,7,南区,段原山崎一丁目,,544,245,299,543,245,298,1,222,221
2026,7,南区,段原山崎二丁目,,"1,020",483,537,"1,011",481,530,9,439,432
2026,7,南区,段原山崎三丁目,,432,203,229,425,200,225,7,240,236
2026,7,南区,仁保南一丁目,,679,345,334,676,343,333,3,321,319
2026,7,南区,仁保南二丁目,,731,363,368,727,361,366,4,326,322
2026,7,西区,中広町一丁目,,"1,556",756,800,"1,460",708,752,96,999,929
2026,7,西区,中広町二丁目,,"1,580",773,807,"1,536",752,784,44,"1,019",979
2026,7,西区,中広町三丁目,,"1,812",878,934,"1,731",832,899,81,"1,063",999
2026,7,西区,天満町,,"2,100",996,"1,104","2,028",964,"1,064",72,"1,390","1,333"
2026,7,西区,上天満町,,"1,467",725,742,"1,428",705,723,39,837,804
2026,7,西区,観音町,,"2,026",925,"1,101","1,979",895,"1,084",47,"1,300","1,260"
2026,7,西区,観音本町一丁目,,"1,503",726,777,"1,474",710,764,29,959,938
2026,7,西区,観音本町二丁目,,"1,054",528,526,"1,038",514,524,16,573,559
2026,7,西区,観音新町一丁目,,"2,430","1,181","1,249","2,366","1,147","1,219",64,"1,138","1,085"
2026,7,西区,観音新町二丁目,,437,230,207,419,223,196,18,272,263
2026,7,西区,観音新町三丁目,,"1,064",538,526,"1,008",505,503,56,545,499
2026,7,西区,観音新町四丁目,,135,79,56,133,78,55,2,60,58
2026,7,西区,東観音町,,"2,070",993,"1,077","2,018",966,"1,052",52,"1,237","1,198"
2026,7,西区,西観音町,,"1,303",651,652,"1,276",634,642,27,868,849
2026,7,西区,南観音町,,"2,099","1,087","1,012","2,028","1,042",986,71,"1,259","1,200"
2026,7,西区,都町,,"1,002",448,554,841,370,471,161,653,548
2026,7,西区,福島町一丁目,,839,425,414,725,369,356,114,537,475
2026,7,西区,福島町二丁目,,"1,203",540,663,986,456,530,217,808,674
2026,7,西区,小河内町一丁目,,796,391,405,722,349,373,74,508,454
2026,7,西区,小河内町二丁目,,"1,422",764,658,"1,278",686,592,144,956,823
2026,7,西区,草津本町,,636,307,329,627,303,324,9,354,345
2026,7,西区,草津浜町,,"1,082",568,514,"1,038",546,492,44,618,577
2026,7,西区,古江新町,,"1,786",866,920,"1,767",853,914,19,838,821
2026,7,西区,三篠町一丁目,,"1,559",733,826,"1,512",710,802,47,"1,115","1,074"
2026,7,西区,三篠町二丁目,,"1,850",898,952,"1,784",864,920,66,"1,129","1,070"
2026,7,西区,三篠町三丁目,,"2,015",939,"1,076","1,970",915,"1,055",45,"1,262","1,220"
2026,7,西区,三篠北町,,"1,531",756,775,"1,441",711,730,90,937,855
2026,7,西区,横川町一丁目,,"1,138",513,625,"1,129",509,620,9,728,719
2026,7,西区,横川町二丁目,,"1,573",722,851,"1,495",682,813,78,"1,090","1,024"
2026,7,西区,横川町三丁目,,"1,182",574,608,"1,139",559,580,43,804,766
2026,7,西区,横川新町,,"1,688",750,938,"1,614",708,906,74,"1,052",993
2026,7,西区,楠木町一丁目,,"2,316","1,116","1,200","1,949",932,"1,017",367,"1,722","1,388"
2026,7,西区,楠木町二丁目,,995,486,509,975,474,501,20,539,520
2026,7,西区,楠木町三丁目,,"1,182",585,597,"1,155",568,587,27,706,688
2026,7,西区,楠木町四丁目,,"1,076",509,567,"1,016",484,532,60,706,651
2026,7,西区,三滝町,,"1,458",725,733,"1,410",702,708,48,841,799
2026,7,西区,新庄町,,"1,193",599,594,"1,159",583,576,34,667,642
2026,7,西区,打越町,,"1,451",677,774,"1,422",665,757,29,837,811
2026,7,西区,山手町,,736,404,332,698,370,328,38,412,376
2026,7,西区,庚午北一丁目,,"2,010",996,"1,014","1,988",985,"1,003",22,"1,161","1,139"
2026,7,西区,庚午北二丁目,,"1,783",867,916,"1,765",861,904,18,"1,003",990
2026,7,西区,庚午北三丁目,,"1,058",484,574,"1,041",478,563,17,541,529
2026,7,西区,庚午北四丁目,,"1,837",901,936,"1,818",894,924,19,908,891
2026,7,西区,庚午中一丁目,,"2,749","1,334","1,415","2,709","1,312","1,397",40,"1,310","1,283"
2026,7,西区,庚午中二丁目,,"2,038",992,"1,046","1,993",960,"1,033",45,"1,010",967
2026,7,西区,庚午中三丁目,,"1,237",577,660,"1,231",572,659,6,618,614
2026,7,西区,庚午中四丁目,,"2,202","1,051","1,151","2,145","1,024","1,121",57,"1,138","1,090"
2026,7,西区,庚午南一丁目,,"2,562","1,187","1,375","2,516","1,167","1,349",46,"1,227","1,188"
2026,7,西区,庚午南二丁目,,"2,057",996,"1,061","2,004",974,"1,030",53,"1,109","1,077"
2026,7,西区,高須一丁目,,"1,395",669,726,"1,366",659,707,29,742,721
2026,7,西区,高須二丁目,,"1,015",494,521,"1,002",490,512,13,531,518
2026,7,西区,高須三丁目,,"1,214",575,639,"1,207",570,637,7,569,563
2026,7,西区,高須四丁目,,850,429,421,839,424,415,11,423,412
2026,7,西区,古江東町,,"2,653","1,300","1,353","2,600","1,283","1,317",53,"1,203","1,162"
2026,7,西区,古江西町,,"3,511","1,663","1,848","3,484","1,647","1,837",27,"1,613","1,591"
2026,7,西区,古江上一丁目,,"1,066",509,557,"1,062",506,556,4,492,488
2026,7,西区,古江上二丁目,,976,470,506,966,463,503,10,474,464
2026,7,西区,田方一丁目,,"1,917",927,990,"1,901",923,978,16,859,844
2026,7,西区,田方二丁目,,"1,120",524,596,"1,106",517,589,14,555,542
2026,7,西区,田方三丁目,,"1,016",498,518,987,482,505,29,521,500
2026,7,西区,大芝一丁目,,"1,249",613,636,"1,189",586,603,60,770,713
2026,7,西区,大芝二丁目,,"1,314",645,669,"1,282",625,657,32,630,601
2026,7,西区,大芝三丁目,,939,478,461,894,456,438,45,603,558
2026,7,西区,大宮一丁目,,"1,300",640,660,"1,231",600,631,69,802,748
2026,7,西区,大宮二丁目,,800,415,385,772,392,380,28,418,393
2026,7,西区,大宮三丁目,,342,175,167,328,168,160,14,233,223
2026,7,西区,南観音一丁目,,"2,201","1,113","1,088","2,156","1,088","1,068",45,"1,134","1,092"
2026,7,西区,南観音二丁目,,"2,469","1,231","1,238","2,418","1,204","1,214",51,"1,344","1,303"
2026,7,西区,南観音三丁目,,"1,222",638,584,"1,183",619,564,39,744,712
2026,7,西区,南観音四丁目,,"1,271",659,612,"1,196",610,586,75,674,611
2026,7,西区,南観音五丁目,,"1,203",592,611,"1,177",579,598,26,522,503
2026,7,西区,南観音六丁目,,"1,409",690,719,"1,395",685,710,14,615,604
2026,7,西区,南観音七丁目,,"1,580",787,793,"1,562",775,787,18,772,756
2026,7,西区,南観音八丁目,,"1,508",745,763,"1,479",729,750,29,770,747
2026,7,西区,草津東一丁目,,"1,082",557,525,"1,063",548,515,19,616,601
2026,7,西区,草津東二丁目,,"1,132",523,609,"1,082",500,582,50,618,584
2026,7,西区,草津東三丁目,,373,183,190,361,180,181,12,208,197
2026,7,西区,草津南一丁目,,675,327,348,639,307,332,36,354,319
2026,7,西区,草津南二丁目,,731,331,400,689,328,361,42,434,393
2026,7,西区,草津南三丁目,,304,164,140,298,159,139,6,202,196
2026,7,西区,草津南四丁目,,725,347,378,723,346,377,2,340,338
2026,7,西区,井口一丁目,,"1,989",988,"1,001","1,940",980,960,49,931,889
2026,7,西区,井口二丁目,,"2,312","1,132","1,180","2,290","1,113","1,177",22,996,976
2026,7,西区,井口三丁目,,"2,247","1,023","1,224","2,214","1,010","1,204",33,"1,082","1,053"
2026,7,西区,井口四丁目,,"3,089","1,509","1,580","3,033","1,491","1,542",56,"1,332","1,280"
2026,7,西区,井口五丁目,,"2,523","1,256","1,267","2,500","1,244","1,256",23,"1,103","1,086"
2026,7,西区,井口鈴が台一丁目,,"1,455",710,745,"1,439",703,736,16,643,634
2026,7,西区,井口鈴が台二丁目,,611,288,323,610,287,323,1,260,259
2026,7,西区,井口鈴が台三丁目,,"1,208",580,628,"1,198",575,623,10,551,543
2026,7,西区,竜王町,,"1,398",694,704,"1,372",684,688,26,677,661
2026,7,西区,三滝本町一丁目,,"1,611",757,854,"1,573",743,830,38,780,750
2026,7,西区,三滝本町二丁目,@4-1,"1,333",638,695,"1,293",618,675,40,664,635
2026,7,西区,三滝山,*4-1,x,x,x,x,x,x,x,x,x
2026,7,西区,己斐本町一丁目,,"1,049",453,596,"1,047",453,594,2,712,710
2026,7,西区,己斐本町二丁目,,"1,573",771,802,"1,546",755,791,27,996,971
2026,7,西区,己斐本町三丁目,,"1,837",861,976,"1,821",854,967,16,972,956
2026,7,西区,己斐中一丁目,,888,430,458,877,422,455,11,557,546
2026,7,西区,己斐中二丁目,,705,350,355,684,341,343,21,408,390
2026,7,西区,己斐中三丁目,,"1,964",938,"1,026","1,935",927,"1,008",29,"1,007",988
2026,7,西区,己斐西町,,"1,909",974,935,"1,900",971,929,9,"1,008","1,001"
2026,7,西区,己斐東一丁目,,462,220,242,456,216,240,6,248,242
2026,7,西区,己斐東二丁目,,978,450,528,966,445,521,12,467,458
2026,7,西区,己斐上一丁目,,827,407,420,809,397,412,18,438,428
2026,7,西区,己斐上二丁目,,"3,209","1,598","1,611","3,174","1,577","1,597",35,"1,502","1,474"
2026,7,西区,己斐上三丁目,,"2,570","1,243","1,327","2,532","1,215","1,317",38,"1,250","1,215"
2026,7,西区,己斐上四丁目,,999,511,488,978,503,475,21,492,479
2026,7,西区,己斐上五丁目,,"1,928",931,997,"1,898",911,987,30,963,936
2026,7,西区,己斐上六丁目,,163,73,90,163,73,90,0,134,134
2026,7,西区,草津梅が台,,660,303,357,653,299,354,7,351,344
2026,7,西区,鈴が峰町,,"4,097","1,846","2,251","3,981","1,800","2,181",116,"2,240","2,165"
2026,7,西区,井口明神一丁目,,"1,383",662,721,"1,349",648,701,34,552,528
2026,7,西区,井口明神二丁目,,885,437,448,854,417,437,31,376,349
2026,7,西区,井口明神三丁目,,823,412,411,677,316,361,146,447,318
2026,7,西区,草津新町一丁目,,"2,060","1,081",979,"2,044","1,073",971,16,937,924
2026,7,西区,草津新町二丁目,,"1,946",932,"1,014","1,866",892,974,80,943,866
2026,7,西区,商工センター五丁目,*4-2,x,x,x,x,x,x,x,x,x
2026,7,西区,商工センター八丁目,*4-2,x,x,x,x,x,x,x,x,x
2026,7,西区,草津港一丁目,*4-2,x,x,x,x,x,x,x,x,x
2026,7,西区,草津港三丁目,@4-2,19,9,10,8,8,0,11,19,8
2026,7,西区,扇二丁目,,7,7,0,0,0,0,7,7,0
2026,7,西区,己斐大迫一丁目,,961,459,502,956,456,500,5,462,457
2026,7,西区,己斐大迫二丁目,,"1,119",537,582,"1,113",534,579,6,514,508
2026,7,西区,己斐大迫三丁目,,"1,689",784,905,"1,667",771,896,22,823,808
2026,7,西区,山田町,,376,194,182,375,193,182,1,180,179
2026,7,西区,山田新町一丁目,,912,434,478,898,433,465,14,400,386
2026,7,西区,山田新町二丁目,,904,426,478,867,401,466,37,445,412
2026,7,西区,井口台一丁目,,"1,490",736,754,"1,449",714,735,41,707,671
2026,7,西区,井口台二丁目,,"2,085",995,"1,090","2,069",988,"1,081",16,884,874
2026,7,西区,井口台三丁目,,"2,717","1,296","1,421","2,684","1,280","1,404",33,"1,236","1,209"
2026,7,西区,井口台四丁目,,246,119,127,242,116,126,4,114,111
2026,7,西区,高須台一丁目,,616,299,317,615,299,316,1,240,239
2026,7,西区,高須台二丁目,,526,261,265,519,258,261,7,215,209
2026,7,西区,高須台三丁目,,"1,006",484,522,998,481,517,8,396,392
2026,7,西区,高須台四丁目,,628,303,325,622,300,322,6,247,242
2026,7,西区,高須台五丁目,,648,319,329,641,316,325,7,247,243
2026,7,西区,高須台六丁目,,608,299,309,607,298,309,1,232,231
2026,7,西区,古田台一丁目,,232,113,119,232,113,119,0,91,91
2026,7,西区,古田台二丁目,,472,244,228,466,241,225,6,159,154
2026,7,安佐南区,山本新町一丁目,,351,169,182,351,169,182,0,125,125
2026,7,安佐南区,山本新町二丁目,,"1,016",520,496,"1,007",515,492,9,346,341
2026,7,安佐南区,山本新町三丁目,,"2,464","1,242","1,222","2,436","1,228","1,208",28,697,682
2026,7,安佐南区,山本新町四丁目,,"2,085","1,068","1,017","2,000","1,018",982,85,598,561
2026,7,安佐南区,山本新町五丁目,,"2,878","1,448","1,430","2,825","1,421","1,404",53,851,823
2026,7,安佐南区,伴南一丁目,,"1,456",729,727,"1,438",717,721,18,550,534
2026,7,安佐南区,伴南二丁目,,6,6,0,6,6,0,0,6,6
2026,7,安佐南区,伴南四丁目,,"1,555",771,784,"1,554",771,783,1,542,541
2026,7,安佐南区,伴南五丁目,,"2,898","1,471","1,427","2,877","1,458","1,419",21,843,833
2026,7,安佐南区,伴北四丁目,,10,5,5,10,5,5,0,4,4
2026,7,安佐南区,伴北五丁目,,237,123,114,235,122,113,2,112,110
2026,7,安佐南区,伴北六丁目,,46,19,27,46,19,27,0,27,27
2026,7,安佐南区,伴北七丁目,,"2,737","1,359","1,378","2,715","1,351","1,364",22,861,847
2026,7,安佐南区,伴西三丁目,*5-1,x,x,x,x,x,x,x,x,x
2026,7,安佐南区,伴西四丁目,@5-1,683,334,349,670,331,339,13,283,270
2026,7,安佐南区,伴西五丁目,,80,41,39,80,41,39,0,43,43
2026,7,安佐南区,伴西六丁目,,134,62,72,134,62,72,0,59,59
2026,7,安佐南区,伴中央一丁目,,429,221,208,415,212,203,14,194,183
2026,7,安佐南区,伴中央二丁目,,737,384,353,712,366,346,25,376,351
2026,7,安佐南区,伴中央三丁目,,113,62,51,108,57,51,5,60,55
2026,7,安佐南区,伴中央四丁目,,839,432,407,812,415,397,27,448,429
2026,7,安佐南区,伴中央五丁目,,630,322,308,610,308,302,20,248,231
2026,7,安佐南区,伴中央六丁目,,649,325,324,615,309,306,34,343,309
2026,7,安佐南区,伴中央七丁目,,322,164,158,310,156,154,12,142,130
2026,7,安佐南区,伴東町,*5-4,x,x,x,x,x,x,x,x,x
2026,7,安佐南区,大塚東町,*5-2,x,x,x,x,x,x,x,x,x
2026,7,安佐南区,伴東一丁目,,"2,441","1,185","1,256","2,418","1,178","1,240",23,"1,143","1,120"
2026,7,安佐南区,伴東二丁目,,"1,722",849,873,"1,693",828,865,29,862,834
2026,7,安佐南区,伴東三丁目,,795,430,365,786,423,363,9,412,403
2026,7,安佐南区,伴東四丁目,,"1,239",625,614,"1,183",575,608,56,585,531
2026,7,安佐南区,伴東五丁目,,"1,256",636,620,"1,227",623,604,29,640,615
2026,7,安佐南区,伴東六丁目,*5-5,x,x,x,x,x,x,x,x,x
2026,7,安佐南区,伴東七丁目,@5-5,"3,079","1,504","1,575","3,022","1,474","1,548",57,"1,478","1,423"
2026,7,安佐南区,伴東八丁目,,"2,928","1,416","1,512","2,909","1,408","1,501",19,"1,289","1,271"
2026,7,安佐南区,大塚東一丁目,,51,25,26,51,25,26,0,22,22
2026,7,安佐南区,大塚東二丁目,,152,79,73,147,74,73,5,99,94
2026,7,安佐南区,大塚東三丁目,@5-2,100,42,58,56,22,34,44,94,50
2026,7,安佐南区,大塚西一丁目,,975,482,493,959,469,490,16,357,345
2026,7,安佐南区,大塚西二丁目,,829,387,442,802,384,418,27,399,372
2026,7,安佐南区,大塚西三丁目,,"2,601","1,239","1,362","2,516","1,200","1,316",85,"1,317","1,247"
2026,7,安佐南区,大塚西四丁目,,144,65,79,142,65,77,2,66,64
2026,7,安佐南区,大塚西五丁目,,124,60,64,119,57,62,5,47,42
2026,7,安佐南区,大塚西六丁目,,"1,222",574,648,"1,204",564,640,18,574,562
2026,7,安佐南区,大塚西七丁目,,"2,570","1,253","1,317","2,540","1,235","1,305",30,"1,024","1,003"
2026,7,安佐南区,沼田町大字阿戸,,753,371,382,740,369,371,13,377,364
2026,7,安佐南区,沼田町大字吉山,,924,437,487,898,433,465,26,469,443
2026,7,安佐南区,川内一丁目,,"3,777","1,832","1,945","3,724","1,807","1,917",53,"1,683","1,638"
2026,7,安佐南区,川内二丁目,,"2,649","1,256","1,393","2,616","1,237","1,379",33,"1,123","1,097"
2026,7,安佐南区,川内三丁目,,"1,860",922,938,"1,846",918,928,14,754,744
2026,7,安佐南区,川内四丁目,,"1,640",792,848,"1,628",786,842,12,716,707
2026,7,安佐南区,川内五丁目,,"2,518","1,280","1,238","2,493","1,267","1,226",25,"1,083","1,064"
2026,7,安佐南区,川内六丁目,,"2,542","1,247","1,295","2,507","1,226","1,281",35,"1,128","1,102"
2026,7,安佐南区,八木一丁目,,514,245,269,513,245,268,1,248,247
2026,7,安佐南区,八木二丁目,,443,219,224,439,217,222,4,205,201
2026,7,安佐南区,八木三丁目,,"1,939",913,"1,026","1,904",892,"1,012",35,903,878
2026,7,安佐南区,八木四丁目,,"1,963","1,019",944,"1,940","1,001",939,23,"1,005",983
2026,7,安佐南区,八木五丁目,,"1,100",502,598,"1,088",498,590,12,545,535
2026,7,安佐南区,八木六丁目,,"1,040",513,527,"1,030",509,521,10,569,559
2026,7,安佐南区,八木七丁目,,570,277,293,563,271,292,7,301,294
2026,7,安佐南区,八木八丁目,,768,389,379,749,374,375,19,404,385
2026,7,安佐南区,八木九丁目,,"2,697","1,306","1,391","2,661","1,284","1,377",36,"1,293","1,262"
2026,7,安佐南区,緑井一丁目,,"1,927",891,"1,036","1,897",881,"1,016",30,964,941
2026,7,安佐南区,緑井二丁目,,"1,754",864,890,"1,727",858,869,27,921,895
2026,7,安佐南区,緑井三丁目,,"2,234","1,105","1,129","2,206","1,097","1,109",28,"1,060","1,032"
2026,7,安佐南区,緑井四丁目,,"2,531","1,180","1,351","2,495","1,164","1,331",36,"1,153","1,126"
2026,7,安佐南区,緑井五丁目,,"1,417",663,754,"1,387",657,730,30,612,587
2026,7,安佐南区,緑井六丁目,,"2,071",975,"1,096","2,042",966,"1,076",29,970,948
2026,7,安佐南区,緑井七丁目,,"2,658","1,294","1,364","2,638","1,286","1,352",20,"1,134","1,120"
2026,7,安佐南区,緑井八丁目,,"1,412",664,748,"1,402",661,741,10,660,650
2026,7,安佐南区,八木町,,80,47,33,68,35,33,12,55,43
2026,7,安佐南区,東野一丁目,,"1,819",931,888,"1,793",914,879,26,776,754
2026,7,安佐南区,東野二丁目,,"3,178","1,596","1,582","3,161","1,589","1,572",17,"1,341","1,325"
2026,7,安佐南区,東野三丁目,,"2,431","1,191","1,240","2,394","1,172","1,222",37,"1,110","1,083"
2026,7,安佐南区,大町東一丁目,,"2,759","1,333","1,426","2,728","1,314","1,414",31,"1,388","1,362"
2026,7,安佐南区,大町東二丁目,,"1,316",609,707,"1,304",607,697,12,637,625
2026,7,安佐南区,大町東三丁目,,"2,937","1,416","1,521","2,922","1,410","1,512",15,"1,417","1,402"
2026,7,安佐南区,大町東四丁目,,606,276,330,603,275,328,3,297,295
2026,7,安佐南区,大町西一丁目,,"2,617","1,243","1,374","2,600","1,233","1,367",17,"1,119","1,106"
2026,7,安佐南区,大町西二丁目,,"1,193",566,627,"1,190",564,626,3,549,546
2026,7,安佐南区,大町西三丁目,,"1,104",533,571,"1,095",528,567,9,554,546
2026,7,安佐南区,毘沙門台一丁目,,"1,133",550,583,"1,126",547,579,7,471,464
2026,7,安佐南区,毘沙門台二丁目,,"1,821",832,989,"1,810",827,983,11,836,831
2026,7,安佐南区,毘沙門台三丁目,,"1,411",667,744,"1,405",664,741,6,627,623
2026,7,安佐南区,毘沙門台四丁目,,903,410,493,901,410,491,2,426,424
2026,7,安佐南区,安東一丁目,,"1,133",513,620,"1,101",507,594,32,532,504
2026,7,安佐南区,安東二丁目,,987,481,506,975,475,500,12,487,479
2026,7,安佐南区,安東三丁目,,567,279,288,562,276,286,5,264,260
2026,7,安佐南区,安東四丁目,,"1,899",888,"1,011","1,882",879,"1,003",17,847,835
2026,7,安佐南区,安東五丁目,,"1,527",729,798,"1,523",727,796,4,693,689
2026,7,安佐南区,安東六丁目,,612,294,318,610,292,318,2,302,300
2026,7,安佐南区,安東七丁目,,635,307,328,629,306,323,6,319,315
2026,7,安佐南区,上安一丁目,,"1,381",610,771,"1,360",608,752,21,710,692
2026,7,安佐南区,上安二丁目,,"3,492","1,597","1,895","3,416","1,581","1,835",76,"1,816","1,743"
2026,7,安佐南区,上安三丁目,,586,287,299,579,282,297,7,328,321
2026,7,安佐南区,上安四丁目,,"1,069",519,550,"1,064",515,549,5,481,476
2026,7,安佐南区,上安五丁目,,"1,794",799,995,"1,772",789,983,22,948,935
2026,7,安佐南区,上安六丁目,,840,396,444,840,396,444,0,407,407
2026,7,安佐南区,上安七丁目,@5-3,569,279,290,567,277,290,2,268,266
2026,7,安佐南区,上安町,*5-3,x,x,x,x,x,x,x,x,x
2026,7,安佐南区,相田一丁目,,"1,636",828,808,"1,601",805,796,35,849,824
2026,7,安佐南区,相田二丁目,,795,374,421,785,367,418,10,372,362
2026,7,安佐南区,相田三丁目,,"2,374","1,178","1,196","2,361","1,167","1,194",13,"1,139","1,126"
2026,7,安佐南区,相田四丁目,,732,343,389,673,321,352,59,374,316
2026,7,安佐南区,相田五丁目,,"1,082",530,552,"1,079",530,549,3,514,512
2026,7,安佐南区,相田六丁目,,865,424,441,846,415,431,19,420,401
2026,7,安佐南区,相田七丁目,,"1,907",890,"1,017","1,887",881,"1,006",20,907,890
2026,7,安佐南区,高取南一丁目,,"1,319",616,703,"1,308",610,698,11,614,607
2026,7,安佐南区,高取南二丁目,,"1,611",768,843,"1,594",755,839,17,768,754
2026,7,安佐南区,高取南三丁目,,894,429,465,890,426,464,4,384,380
2026,7,安佐南区,高取北一丁目,,"2,198","1,041","1,157","2,175","1,030","1,145",23,"1,080","1,059"
2026,7,安佐南区,高取北二丁目,,"1,086",513,573,"1,078",508,570,8,481,473
2026,7,安佐南区,高取北三丁目,,783,384,399,768,376,392,15,385,370
2026,7,安佐南区,高取北四丁目,,"1,645",778,867,"1,638",775,863,7,746,740
2026,7,安佐南区,高取南町,,13,7,6,13,7,6,0,5,5
2026,7,安佐南区,長楽寺一丁目,,"2,774","1,345","1,429","2,740","1,327","1,413",34,"1,248","1,217"
2026,7,安佐南区,長楽寺二丁目,,567,298,269,543,295,248,24,331,307
2026,7,安佐南区,長楽寺三丁目,,"1,394",642,752,"1,388",638,750,6,626,620
2026,7,安佐南区,長束一丁目,,"1,770",885,885,"1,754",872,882,16,890,877
2026,7,安佐南区,長束二丁目,,"1,167",544,623,"1,157",540,617,10,559,552
2026,7,安佐南区,長束三丁目,,"2,534","1,265","1,269","2,465","1,234","1,231",69,"1,369","1,316"
2026,7,安佐南区,長束四丁目,,"1,005",511,494,976,493,483,29,535,509
2026,7,安佐南区,長束五丁目,,"2,335","1,166","1,169","2,309","1,149","1,160",26,"1,160","1,135"
2026,7,安佐南区,長束六丁目,,"1,287",632,655,"1,273",627,646,14,617,609
2026,7,安佐南区,長束西一丁目,,"1,378",684,694,"1,374",682,692,4,671,667
2026,7,安佐南区,長束西二丁目,,"2,262","1,129","1,133","2,243","1,120","1,123",19,"1,065","1,049"
2026,7,安佐南区,長束西三丁目,,640,317,323,632,314,318,8,307,299
2026,7,安佐南区,長束西四丁目,,"1,106",550,556,"1,080",532,548,26,592,570
2026,7,安佐南区,長束西五丁目,,453,213,240,452,212,240,1,201,200
2026,7,安佐南区,東原一丁目,,"1,934",959,975,"1,923",954,969,11,"1,043","1,033"
2026,7,安佐南区,東原二丁目,,"1,207",622,585,"1,199",617,582,8,525,517
2026,7,安佐南区,東原三丁目,,"4,088","1,981","2,107","4,062","1,970","2,092",26,"1,659","1,642"
2026,7,安佐南区,西原一丁目,,"1,918",942,976,"1,880",930,950,38,"1,007",978
2026,7,安佐南区,西原二丁目,,"3,584","1,777","1,807","3,533","1,759","1,774",51,"1,863","1,820"
2026,7,安佐南区,西原三丁目,,"1,461",718,743,"1,447",712,735,14,758,746
2026,7,安佐南区,西原四丁目,,"3,284","1,606","1,678","3,204","1,573","1,631",80,"1,738","1,659"
