町丁目・大字別人口及び世帯,,,,,,,,,,,,,
令和8年7月末現在,,,,,,,,,,,,,
,,,,,,,,,,,,,
年,月,区名,住所名,秘匿区分,人口（総数計）:人,人口（総数男）:人,人口（総数女）:人,人口（日本人計）:人,人口（日本人男）:人,人口（日本人女）:人,人口（外国人）:人,世帯（総数）:世帯,世帯（日本人世帯）:世帯
2026,7,佐伯区,皆賀四丁目,,"1,063",531,532,"1,057",531,526,6,510,504
2026,7,佐伯区,五日市町大字昭和台,,857,416,441,855,416,439,2,413,411
2026,7,佐伯区,五日市町大字美鈴園,,"1,747",838,909,"1,722",826,896,25,785,761
2026,7,佐伯区,藤の木一丁目,,"1,050",513,537,"1,047",512,535,3,481,478
2026,7,佐伯区,藤の木二丁目,,"1,035",512,523,"1,023",504,519,12,501,489
2026,7,佐伯区,藤の木三丁目,,"1,065",520,545,"1,062",519,543,3,501,498
2026,7,佐伯区,藤の木四丁目,,875,431,444,866,427,439,9,410,402
2026,7,佐伯区,城山一丁目,,488,230,258,466,228,238,22,277,255
2026,7,佐伯区,城山二丁目,,"1,059",495,564,"1,054",492,562,5,483,478
2026,7,佐伯区,八幡東一丁目,,"1,178",573,605,"1,164",571,593,14,546,534
2026,7,佐伯区,八幡東二丁目,,"1,691",826,865,"1,647",800,847,44,801,759
2026,7,佐伯区,八幡東三丁目,,978,459,519,967,455,512,11,509,500
2026,7,佐伯区,八幡東四丁目,,763,367,396,759,364,395,4,312,308
2026,7,佐伯区,利松一丁目,,"2,023",987,"1,036","1,987",961,"1,026",36,"1,002",967
2026,7,佐伯区,利松二丁目,,802,409,393,780,394,386,22,381,363
2026,7,佐伯区,利松三丁目,,"1,329",668,661,"1,310",652,658,19,600,585
2026,7,佐伯区,八幡一丁目,,"1,598",815,783,"1,559",796,763,39,783,747
2026,7,佐伯区,八幡二丁目,,"1,163",561,602,"1,153",555,598,10,535,528
2026,7,佐伯区,八幡三丁目,,"1,538",785,753,"1,510",766,744,28,748,722
2026,7,佐伯区,八幡四丁目,,773,375,398,765,367,398,8,388,380
2026,7,佐伯区,八幡五丁目,,500,246,254,486,238,248,14,235,227
2026,7,佐伯区,薬師が丘一丁目,,313,146,167,312,146,166,1,141,140
2026,7,佐伯区,薬師が丘二丁目,,"1,002",480,522,996,478,518,6,465,460
2026,7,佐伯区,薬師が丘三丁目,,862,426,436,859,426,433,3,392,389
2026,7,佐伯区,薬師が丘四丁目,,717,325,392,717,325,392,0,329,329
2026,7,佐伯区,八幡が丘一丁目,,768,364,404,767,364,403,1,358,357
2026,7,佐伯区,八幡が丘二丁目,,514,252,262,513,251,262,1,264,263
2026,7,佐伯区,観音台一丁目,@8-1,"1,615",770,845,"1,598",760,838,17,717,703
2026,7,佐伯区,観音台二丁目,,982,474,508,980,473,507,2,422,420
2026,7,佐伯区,観音台三丁目,,938,454,484,914,444,470,24,444,426
2026,7,佐伯区,観音台四丁目,,"1,210",582,628,"1,196",577,619,14,536,529
2026,7,佐伯区,倉重一丁目,,279,138,141,279,138,141,0,136,136
2026,7,佐伯区,倉重二丁目,,122,62,60,122,62,60,0,59,59
2026,7,佐伯区,倉重三丁目,,14,4,10,14,4,10,0,10,10
2026,7,佐伯区,千同一丁目,,"1,291",632,659,"1,275",623,652,16,626,610
2026,7,佐伯区,千同二丁目,,"1,027",480,547,"1,011",472,539,16,525,509
2026,7,佐伯区,千同三丁目,,582,309,273,578,307,271,4,278,274
2026,7,佐伯区,坪井一丁目,,"1,766",875,891,"1,729",846,883,37,902,866
2026,7,佐伯区,坪井二丁目,,"1,081",540,541,"1,071",535,536,10,503,495
2026,7,佐伯区,坪井三丁目,,75,35,40,70,35,35,5,38,33
2026,7,佐伯区,三宅一丁目,,560,288,272,549,283,266,11,305,295
2026,7,佐伯区,三宅二丁目,,430,214,216,428,213,215,2,234,232
2026,7,佐伯区,三宅三丁目,,"1,344",686,658,"1,334",680,654,10,672,665
2026,7,佐伯区,三宅四丁目,,"1,018",503,515,996,490,506,22,505,483
2026,7,佐伯区,三宅五丁目,,"1,198",607,591,"1,170",594,576,28,548,529
2026,7,佐伯区,三宅六丁目,,116,50,66,115,50,65,1,55,54
2026,7,佐伯区,屋代町,,99,46,53,99,46,53,0,48,48
2026,7,佐伯区,三宅町,,146,78,68,139,72,67,7,137,130
2026,7,佐伯区,坪井町,*8-1,x,x,x,x,x,x,x,x,x
2026,7,佐伯区,河内南一丁目,,"1,452",718,734,"1,441",716,725,11,640,631
2026,7,佐伯区,河内南二丁目,,"1,977",987,990,"1,967",982,985,10,860,851
2026,7,佐伯区,石内上一丁目,,4,4,0,0,0,0,4,4,0
2026,7,佐伯区,石内南一丁目,,386,199,187,386,199,187,0,137,137
2026,7,佐伯区,石内南二丁目,,599,307,292,597,307,290,2,225,223
2026,7,佐伯区,石内南四丁目,,815,404,411,812,404,408,3,302,300
2026,7,佐伯区,石内南五丁目,,19,19,0,11,11,0,8,19,11
2026,7,佐伯区,海老山南一丁目,,"1,113",545,568,"1,109",544,565,4,426,422
2026,7,佐伯区,海老山南二丁目,@8-2,553,271,282,541,265,276,12,232,225
2026,7,佐伯区,五日市港四丁目,*8-2,x,x,x,x,x,x,x,x,x
2026,7,佐伯区,石内北一丁目,,"1,913",971,942,"1,900",963,937,13,604,596
2026,7,佐伯区,石内北二丁目,,"2,321","1,175","1,146","2,283","1,160","1,123",38,665,648
2026,7,佐伯区,石内北三丁目,,"1,072",538,534,"1,041",522,519,31,300,289
2026,7,佐伯区,石内東一丁目,,517,275,242,507,267,240,10,201,194
2026,7,佐伯区,石内東二丁目,,535,292,243,521,286,235,14,154,147
